"ID","fk","DESCORGAO","IDORGAO","IDSUBORDINADOR","NIVEL","Subordinada","Unidade","Título","DESCORGAO_SUBORDINADOR"
"122825","269.269","Secretaria das Sessões","269","269","4","SS/GAB","SS/GAB","269.269","Secretaria das Sessões"
"122826","254.1007","Controle de Veículos","1.007","254","1","Controle de Veí","SETRA","254.1007","Serviço de Transportes"
"122827","682.996","Portaria SEDE","996","682","3","Portaria SEDE","SGA","682.996","Supervisão de Sistemas de Informação, Legislação e Jurisprudência"
"122828","678.1039","Secretaria Adjunta de Recursos e Estudos","1.039","678","2","SEARES","PRESIDÊNCIA","678.1039","Presidência"
"122829","682.966","Copa 2º Andar SEDE","966","682","3","Copa 2º Andar S","SGA","682.966","Supervisão de Sistemas de Informação, Legislação e Jurisprudência"
"122830","678.1041","Divisão de Análise de Recursos","1.041","678","3","DIREC","PRESIDÊNCIA","678.1041","Presidência"
"122831","682.986","Entrada Garagem Subsolo","986","682","3","Garagem","SGA","682.986","Supervisão de Sistemas de Informação, Legislação e Jurisprudência"
"122832","503.1038","Assessoria de Planejamento e Gestão Estratégica","1.038","503","1","ASPLAN","SEGECEX","503.1038","Secretaria-Geral de Controle Externo"
"122833","503.1041","Divisão de Análise de Recursos","1.041","503","2","DIREC","SEGECEX","503.1041","Secretaria-Geral de Controle Externo"
"122834","671.951","COORDENADORIA DE FISCALIZAÇÃO REMOTA","951","671","1","COFIR","DIFIPE1","671.951","Primeira Divisão de Fiscalização de Pessoal"
"122835","503.1040","Assessoria Técnica de Estudos","1.040","503","2","ASTEC","SEGECEX","503.1040","Secretaria-Geral de Controle Externo"
"122836","682.980","Mensageria","980","682","3","MENSAGERIA","SGA","682.980","Supervisão de Sistemas de Informação, Legislação e Jurisprudência"
"122837","237.547","Supervisão de Planejamento da Contratação","547","237","1","SPC","SELIC","237.547","Serviço de Licitação "
"122838","246.246","Serviço de Patrimônio","246","246","4","SEPAT","SEPAT","246.246","Serviço de Patrimônio"
"122839","503.951","COORDENADORIA DE FISCALIZAÇÃO REMOTA","951","503","3","COFIR","SEGECEX","503.951","Secretaria-Geral de Controle Externo"
"122840","682.984","Recepção Hall Elevadores 1° Andar SEDE","984","682","3","Recepção Hall E","SGA","682.984","Supervisão de Sistemas de Informação, Legislação e Jurisprudência"
"122841","682.990","Brigada de Incêndio","990","682","3","BRIGADA","SGA","682.990","Supervisão de Sistemas de Informação, Legislação e Jurisprudência"
"122842","1046.1046","Coordenadoria de Análise de Dados","1.046","1.046","4","CAD","CAD","1046.1046","Coordenadoria de Análise de Dados"
"122843","682.555","Serviço de Segurança e Suporte Operacional","555","682","2","SESOP","SGA","682.555","Supervisão de Sistemas de Informação, Legislação e Jurisprudência"
"122844","678.1038","Assessoria de Planejamento e Gestão Estratégica","1.038","678","2","ASPLAN","PRESIDÊNCIA","678.1038","Presidência"
"122845","227.855","Supervisão de Gestão Cadastral e de Vínculos Funcionais","855","227","1","SUCAV","SECAF","227.855","Serviço de Cadastro Funcional"
"122846","678.1051","Serviço de Memória Institucional","1.051","678","3","SEMEMO","PRESIDÊNCIA","678.1051","Presidência"
"122847","682.1002","Sala de Transmissão","1.002","682","3","Sala de Transmi","SGA","682.1002","Supervisão de Sistemas de Informação, Legislação e Jurisprudência"
"122848","543.1051","Serviço de Memória Institucional","1.051","543","2","SEMEMO","SEGEDAM","543.1051","Secretaria-Geral de Administração"
"122849","926.555","Serviço de Segurança e Suporte Operacional","555","926","3","SESOP","CGCI","926.555","Coordenadoria de Gestão do Conhecimento Institucional"
"122850","503.1055","ASSESSORIA DE INOVAÇÃO E INTELIGÊNCIA ARTIFICIAL","1.055","503","2","ASINT","SEGECEX","503.1055","Secretaria-Geral de Controle Externo"
"122851","151.150","Gabinete da 2ª Procuradoria","150","151","1","G2P","GPG","151.150","Ministério Público junto ao TCDF"
"122852","1043.1043","Assessoria de Análise de Dados","1.043","1.043","4","ASDA","ASDA","1043.1043","Assessoria de Análise de Dados"
"122853","682.997","Sala de Segurança","997","682","3","Sala de Seguran","SGA","682.997","Supervisão de Sistemas de Informação, Legislação e Jurisprudência"
"122854","682.560","Supervisão de Pesquisa e Disseminação da Informação","560","682","2","SPDI","SGA","682.560","Supervisão de Sistemas de Informação, Legislação e Jurisprudência"
"122855","682.983","Recepção Hall Sul 8° Andar","983","682","3","Recepção Hall S","SGA","682.983","Supervisão de Sistemas de Informação, Legislação e Jurisprudência"
"122856","280.1038","Assessoria de Planejamento e Gestão Estratégica","1.038","280","3","ASPLAN","TCDF","280.1038","Tribunal de Contas do Distrito Federal"
"122857","543.1052","Serviço de Protocolo e Publicações Oficiais","1.052","543","2","SEPROT","SEGEDAM","543.1052","Secretaria-Geral de Administração"
"122858","682.1005","Copa ESCON","1.005","682","3","Copa ESCON","SGA","682.1005","Supervisão de Sistemas de Informação, Legislação e Jurisprudência"
"122859","280.1036","Assessoria de Apoio Administrativo","1.036","280","3","ASPAD","TCDF","280.1036","Tribunal de Contas do Distrito Federal"
"122860","280.1042","Secretaria Adjunta de Dados, Inovação e Fiscalização","1.042","280","3","SEADIF","TCDF","280.1042","Tribunal de Contas do Distrito Federal"
"122861","682.1011","Sala dos Motoristas ESCON","1.011","682","3","Sala dos Motori","SGA","682.1011","Supervisão de Sistemas de Informação, Legislação e Jurisprudência"
"122862","147.149","GP - Assessoria Técnica","149","147","1","GPAT","GP","147.149","Gabinete da Presidência"
"122863","151.612","Gabinete da 1ª Procuradoria","612","151","1","G1P","GPG","151.612","Ministério Público junto ao TCDF"
"122864","1041.1041","Divisão de Análise de Recursos","1.041","1.041","4","DIREC","DIREC","1041.1041","Divisão de Análise de Recursos"
"122865","678.1046","Coordenadoria de Análise de Dados","1.046","678","3","CAD","PRESIDÊNCIA","678.1046","Presidência"
"122866","503.1042","Secretaria Adjunta de Dados, Inovação e Fiscalização","1.042","503","1","SEADIF","SEGECEX","503.1042","Secretaria-Geral de Controle Externo"
"122867","269.1016","Serviço de Elaboração de Atos de Contas","1.016","269","1","SS/SERCON","SS/GAB","269.1016","Secretaria das Sessões"
"122868","543.1053","Serviço de Arquivo e Gestão de Documentos","1.053","543","2","SEARQ","SEGEDAM","543.1053","Secretaria-Geral de Administração"
"122869","503.1036","Assessoria de Apoio Administrativo","1.036","503","1","ASPAD","SEGECEX","503.1036","Secretaria-Geral de Controle Externo"
"122870","678.1050","Serviço de Documentos Digitais e Proteção de Dados","1.050","678","3","SEDIGI","PRESIDÊNCIA","678.1050","Presidência"
"122871","926.547","Supervisão de Planejamento da Contratação","547","926","3","SPC","CGCI","926.547","Coordenadoria de Gestão do Conhecimento Institucional"
"122872","147.439","Cerimonial TCDF","439","147","1","CERIMONIAL","GP","147.439","Gabinete da Presidência"
"122873","682.1010","Sala da Brigada ESCON","1.010","682","3","BRIGADA ESCON","SGA","682.1010","Supervisão de Sistemas de Informação, Legislação e Jurisprudência"
"122874","682.819","Supervisão de Gestão Contratual","819","682","2","SGC","SGA","682.819","Supervisão de Sistemas de Informação, Legislação e Jurisprudência"
"122875","545.246","Serviço de Patrimônio","246","545","1","SEPAT","SELIP","545.246","Secretaria de Licitação, Material e Patrimônio"
"122876","503.800","Segunda Divisão de Fiscalização de Obras e Serviços de Engenharia","800","503","2","DIFO2","SEGECEX","503.800","Secretaria-Geral de Controle Externo"
"122877","454.791","Coordenadoria de Governança e Infraestrutura de TI","791","454","1","COGINF","STI","454.791","Secretaria de Tecnologia da Informação"
"122878","280.975","Secretaria de Acompanhamento","975","280","3","SEACOMP","TCDF","280.975","Tribunal de Contas do Distrito Federal"
"122879","280.543","Secretaria-Geral de Administração","543","280","2","SEGEDAM","TCDF","280.543","Tribunal de Contas do Distrito Federal"
"122880","280.151","Ministério Público junto ao TCDF","151","280","1","GPG","TCDF","280.151","Tribunal de Contas do Distrito Federal"
"122881","280.1000","SALA DE CONSOLIDAÇÃO DE ATIVOS DE REDE","1.000","280","3","SALA DE CONSOLI","TCDF","280.1000","Tribunal de Contas do Distrito Federal"
"122882","546.546","Serviço de Contratos","546","546","4","SERCO","SERCO","546.546","Serviço de Contratos"
"122883","543.854"," Supervisão de Gestão de Direitos Funcionais e de Previdência","854","543","3","SUDIP","SEGEDAM","543.854","Secretaria-Geral de Administração"
"122884","280.852","Serviço de Apoio Técnico e Operacional","852","280","3","SS/SEAT","TCDF","280.852","Tribunal de Contas do Distrito Federal"
"122885","506.508","2ª Divisão de Contas","508","506","1","DICONT2","SECONT","506.508","Secretaria de Contas"
"122886","280.86","Divisão de Planejamento e Moder. Administrativa","86","280","3","DIPLAN","TCDF","280.86","Tribunal de Contas do Distrito Federal"
"122887","545.839","Supervisão de Gestão de Contas Vinculadas, Atas de Registro de Preços e de  Garantias","839","545","2","SCV","SELIP","545.839","Secretaria de Licitação, Material e Patrimônio"
"122888","280.576","Corregedoria","576","280","2","COGER","TCDF","280.576","Tribunal de Contas do Distrito Federal"
"122889","280.269","Secretaria das Sessões","269","280","2","SS/GAB","TCDF","280.269","Tribunal de Contas do Distrito Federal"
"122890","503.509","3ª Divisão de Contas","509","503","2","DICONT3","SEGECEX","503.509","Secretaria-Geral de Controle Externo"
"122891","280.143","Gab. Cons. Manoel de Andrade","143","280","2","GCMA","TCDF","280.143","Tribunal de Contas do Distrito Federal"
"122892","524.968","Divisão de Avaliação de Políticas Públicas","968","524","1","DIAPP","SEMAG","524.968","Secretaria de Macroavaliação da Gestão Pública"
"122893","439.439","Cerimonial TCDF","439","439","4","CERIMONIAL","CERIMONIAL","439.439","Cerimonial TCDF"
"122894","543.843","Supervisão de Protocolo e Gestão de Acervo","843","543","2","SPGA","SEGEDAM","543.843","Secretaria-Geral de Administração"
"122895","503.930","Secretaria de Fiscalização de Gestão Pública, Infraestrutura, Mobilidade e Segurança Pública","930","503","1","SEGEM","SEGECEX","503.930","Secretaria-Geral de Controle Externo"
"122896","280.519","Secretaria de Fiscalização de Pessoal","519","280","3","SEFIPE","TCDF","280.519","Tribunal de Contas do Distrito Federal"
"122897","454.792","Gerência de Arquitetura de Software","792","454","2","GEAS","STI","454.792","Secretaria de Tecnologia da Informação"
"122898","519.671","Primeira Divisão de Fiscalização de Pessoal","671","519","1","DIFIPE1","SEFIPE","519.671","Secretaria de Fiscalização de Pessoal"
"122899","543.548","Secretaria de Gestão de Pessoas","548","543","1","SEGEP","SEGEDAM","543.548","Secretaria-Geral de Administração"
"122900","528.528","Serviço de Gestão do Desempenho","528","528","4","SEGED","SEGED","528.528","Serviço de Gestão do Desempenho"
"122901","280.545","Secretaria de Licitação, Material e Patrimônio","545","280","3","SELIP","TCDF","280.545","Tribunal de Contas do Distrito Federal"
"122902","503.937","Primeira Divisão de Fiscalização de Educação, Áreas Sociais e Saúde Pública","937","503","2","DIASP1","SEGECEX","503.937","Secretaria-Geral de Controle Externo"
"122903","503.922","Quarta Divisão de Fiscalização de Educação, Áreas Sociais e Saúde Pública","922","503","2","DIASP4","SEGECEX","503.922","Secretaria-Geral de Controle Externo"
"122904","280.999","Sala de reunião Plenário","999","280","3","Sala de reunião","TCDF","280.999","Tribunal de Contas do Distrito Federal"
"122905","543.236","Serviço de Legislação de Pessoal","236","543","2","SELEG","SEGEDAM","543.236","Secretaria-Geral de Administração"
"122906","503.972","Terceira Divisão de Auditoria","972","503","2","DIAUD3","SEGECEX","503.972","Secretaria-Geral de Controle Externo"
"122907","503.967","Divisão de Fiscalização de Projetos de Desestatização","967","503","2","DIFID","SEGECEX","503.967","Secretaria-Geral de Controle Externo"
"122908","280.795","Coordenação de Inovação e Projetos Especiais","795","280","3","COIPE","TCDF","280.795","Tribunal de Contas do Distrito Federal"
"122909","678.967","Divisão de Fiscalização de Projetos de Desestatização","967","678","3","DIFID","PRESIDÊNCIA","678.967","Presidência"
"122910","454.789","Gerência de Sistemas Corporativos","789","454","2","GESICO","STI","454.789","Secretaria de Tecnologia da Informação"
"122911","503.670","Divisão de Fiscalização de Licitações","670","503","2","DIFLI","SEGECEX","503.670","Secretaria-Geral de Controle Externo"
"122912","280.880","Gabinete do Auditor Vinícius Fragoso","880","280","2","GAVF","TCDF","280.880","Tribunal de Contas do Distrito Federal"
"122913","503.525","Divisão de Contas do Governo","525","503","2","DICOG","SEGECEX","503.525","Secretaria-Geral de Controle Externo"
"122914","555.1012","Limpeza","1.012","555","1","Limpeza","SESOP","555.1012","Serviço de Segurança e Suporte Operacional"
"122915","307.307","Gab. Cons. Renato Rainha","307","307","4","GCRR","GCRR","307.307","Gab. Cons. Renato Rainha"
"122916","503.660","Primeira Divisão de Fiscalização de Áreas Sociais e Segurança Pública","660","503","2","DIASP1 (2019)","SEGECEX","503.660","Secretaria-Geral de Controle Externo"
"122917","546.839","Supervisão de Gestão de Contas Vinculadas, Atas de Registro de Preços e de  Garantias","839","546","1","SCV","SERCO","546.839","Serviço de Contratos"
"122918","678.935","Secretaria de Fiscalização de Educação, Áreas Sociais e Saúde Pública","935","678","2","SEASP","PRESIDÊNCIA","678.935","Presidência"
"122919","543.917","Divisão de Qualidade de Vida e Bem-Estar","917","543","2","DIBEM","SEGEDAM","543.917","Secretaria-Geral de Administração"
"122920","543.817","Supervisão de Análise de Faturas e Reembolso","817","543","2","SUFAT","SEGEDAM","543.817","Secretaria-Geral de Administração"
"122921","552.553","Serviço de Manutenção","553","552","1","SEMAN ","SESAP","552.553","Secretaria de Engenharia e Serviços de Apoio"
"122922","678.637","Divisão de Acompanhamento da Gestão Fiscal","637","678","3","DIAGF","PRESIDÊNCIA","678.637","Presidência"
"122923","672.672","Segunda Divisão de Fiscalização de Pessoal","672","672","4","DIFIPE2","DIFIPE2","672.672","Segunda Divisão de Fiscalização de Pessoal"
"122924","678.938","Segunda Divisão de Fiscalização de Educação, Áreas Sociais e Saúde Pública","938","678","3","DIASP2","PRESIDÊNCIA","678.938","Presidência"
"122925","280.147","Gabinete da Presidência","147","280","2","GP","TCDF","280.147","Tribunal de Contas do Distrito Federal"
"122926","568.568","Service Desk TI - Serviço Terceirizado de Suporte ao Usuário de TI","568","568","4","ServiceDesk","ServiceDesk","568.568","Service Desk TI - Serviço Terceirizado de Suporte ao Usuário de TI"
"122927","280.649","Aposentados","649","280","1","APOSENTADOS","TCDF","280.649","Tribunal de Contas do Distrito Federal"
"122928","280.935","Secretaria de Fiscalização de Educação, Áreas Sociais e Saúde Pública","935","280","3","SEASP","TCDF","280.935","Tribunal de Contas do Distrito Federal"
"122929","543.266","Serviço de Protocolo e Preservação Documental","266","543","1","SEPROD","SEGEDAM","543.266","Secretaria-Geral de Administração"
"122930","280.679","Conselheiros","679","280","1","CONSELHEIROS","TCDF","280.679","Tribunal de Contas do Distrito Federal"
"122931","552.958","Copa 2º Andar","958","552","2","Copa 2º Andar","SESAP","552.958","Secretaria de Engenharia e Serviços de Apoio"
"122932","540.540","Servidores do TCDF cedidos a outros órgãos","540","540","4","CEDIDOS","CEDIDOS","540.540","Servidores do TCDF cedidos a outros órgãos"
"122933","678.472","ARQUIVO CENTRAL - SPA","472","678","3","ARQCENTRAL","PRESIDÊNCIA","678.472","Presidência"
"122934","550.550","Supervisão de Proventos, Pensões e Benefícios","550","550","4","SPB","SPB","550.550","Supervisão de Proventos, Pensões e Benefícios"
"122935","552.989","Sala Técnica Auditório","989","552","2","Técnica Auditór","SESAP","552.989","Secretaria de Engenharia e Serviços de Apoio"
"122936","503.940","Primeira Divisão de Fiscalização de Gestão Pública, Infraestrutura, Mobilidade e Segurança Pública","940","503","2","DIGEM1","SEGECEX","503.940","Secretaria-Geral de Controle Externo"
"122937","548.550","Supervisão de Proventos, Pensões e Benefícios","550","548","1","SPB","SEGEP","548.550","Secretaria de Gestão de Pessoas"
"122938","594.923","Núcleo de Excelência em Gestão","923","594","1","NEG","ESCON","594.923","Escola de Contas Públicas"
"122939","552.997","Sala de Segurança","997","552","2","Sala de Seguran","SESAP","552.997","Secretaria de Engenharia e Serviços de Apoio"
"122940","678.183","Setor de Atendimento ao Público","183","678","2","PUBLICO","PRESIDÊNCIA","678.183","Presidência"
"122941","543.228","Serviço de Contabilidade","228","543","2","SECON","SEGEDAM","543.228","Secretaria-Geral de Administração"
"122942","553.989","Sala Técnica Auditório","989","553","1","Técnica Auditór","SEMAN ","553.989","Serviço de Manutenção"
"122943","678.853","Serviço de Expedição e Plenário","853","678","2","SS/SEXP","PRESIDÊNCIA","678.853","Presidência"
"122944","552.966","Copa 2º Andar SEDE","966","552","2","Copa 2º Andar S","SESAP","552.966","Secretaria de Engenharia e Serviços de Apoio"
"122945","637.637","Divisão de Acompanhamento da Gestão Fiscal","637","637","4","DIAGF","DIAGF","637.637","Divisão de Acompanhamento da Gestão Fiscal"
"122946","678.576","Corregedoria","576","678","1","COGER","PRESIDÊNCIA","678.576","Presidência"
"122947","678.1016","Serviço de Elaboração de Atos de Contas","1.016","678","2","SS/SERCON","PRESIDÊNCIA","678.1016","Presidência"
"122948","678.149","GP - Assessoria Técnica","149","678","2","GPAT","PRESIDÊNCIA","678.149","Presidência"
"122949","670.670","Divisão de Fiscalização de Licitações","670","670","4","DIFLI","DIFLI","670.670","Divisão de Fiscalização de Licitações"
"122950","678.1000","SALA DE CONSOLIDAÇÃO DE ATIVOS DE REDE","1.000","678","2","SALA DE CONSOLI","PRESIDÊNCIA","678.1000","Presidência"
"122951","552.984","Recepção Hall Elevadores 1° Andar SEDE","984","552","2","Recepção Hall E","SESAP","552.984","Secretaria de Engenharia e Serviços de Apoio"
"122952","793.793","Gerência de Infraestrutura Tecnológica","793","793","4","GEINT","GEINT","793.793","Gerência de Infraestrutura Tecnológica"
"122953","678.86","Divisão de Planejamento e Moder. Administrativa","86","678","2","DIPLAN","PRESIDÊNCIA","678.86","Presidência"
"122954","548.551","Supervisão de Atendimento e Apoio aos Aposentados e Pensionistas","551","548","1","SAP","SEGEP","548.551","Secretaria de Gestão de Pessoas"
"122955","975.977","Segunda Divisão de Acompanhamento","977","975","1","DIACOMP2","SEACOMP","975.977","Secretaria de Acompanhamento"
"122956","555.1008","Guarita Garagem","1.008","555","1","Guarita Garagem","SESOP","555.1008","Serviço de Segurança e Suporte Operacional"
"122957","594.558","Coordenadoria de Biblioteca, Gestão da Informação e do Conhecimento","558","594","1","COBGI","ESCON","594.558","Escola de Contas Públicas"
"122958","678.266","Serviço de Protocolo e Preservação Documental","266","678","2","SEPROD","PRESIDÊNCIA","678.266","Presidência"
"122959","552.1012","Limpeza","1.012","552","2","Limpeza","SESAP","552.1012","Secretaria de Engenharia e Serviços de Apoio"
"122960","660.660","Primeira Divisão de Fiscalização de Áreas Sociais e Segurança Pública","660","660","4","DIASP1 (2019)","DIASP1 (2019)","660.660","Primeira Divisão de Fiscalização de Áreas Sociais e Segurança Pública"
"122961","678.454","Secretaria de Tecnologia da Informação","454","678","1","STI","PRESIDÊNCIA","678.454","Presidência"
"122962","552.992","Guarita Estacionamento SEDE","992","552","2","Guarita SEDE","SESAP","552.992","Secretaria de Engenharia e Serviços de Apoio"
"122963","678.969","Secretaria de Auditoria","969","678","2","SEAUD","PRESIDÊNCIA","678.969","Presidência"
"122964","678.926","Coordenadoria de Gestão do Conhecimento Institucional","926","678","2","CGCI","PRESIDÊNCIA","678.926","Presidência"
"122965","678.923","Núcleo de Excelência em Gestão","923","678","2","NEG","PRESIDÊNCIA","678.923","Presidência"
"122966","552.961","Copa 5º Andar","961","552","2","Copa 5º Andar","SESAP","552.961","Secretaria de Engenharia e Serviços de Apoio"
"122967","545.545","Secretaria de Licitação, Material e Patrimônio","545","545","4","SELIP","SELIP","545.545","Secretaria de Licitação, Material e Patrimônio"
"122968","856.856"," Supervisão de Gestão de Desempenho","856","856","4","SGD","SGD","856.856"," Supervisão de Gestão de Desempenho"
"122969","925.675","Supervisão de Ações Educacionais","675","925","1","SAED","CEDUC","925.675","Coordenadoria de Educação Corporativa"
"122970","594.924","Supervisão de Fomento à Pesquisa, Cultura e Inovação","924","594","2","SIPEC","ESCON","594.924","Escola de Contas Públicas"
"122971","678.670","Divisão de Fiscalização de Licitações","670","678","3","DIFLI","PRESIDÊNCIA","678.670","Presidência"
"122972","548.856"," Supervisão de Gestão de Desempenho","856","548","2","SGD","SEGEP","548.856","Secretaria de Gestão de Pessoas"
"122973","798.568","Service Desk TI - Serviço Terceirizado de Suporte ao Usuário de TI","568","798","1","ServiceDesk","GERTE","798.568","Gerência de Recursos Terceiros"
"122974","659.660","Primeira Divisão de Fiscalização de Áreas Sociais e Segurança Pública","660","659","1","DIASP1 (2019)","SEASP (2019)","659.660","Secretaria de Fiscalização de Áreas Sociais e Segurança Pública"
"122975","679.538","Gab. Cons. Paulo Tadeu","538","679","1","GCPT","CONSELHEIROS","679.538","Conselheiros"
"122976","791.794","Gerência de Suporte e Monitoramento","794","791","1","GESUM","COGINF","791.794","Coordenadoria de Governança e Infraestrutura de TI"
"122977","678.939","Terceira Divisão de Fiscalização de Educação, Áreas Sociais e Saúde Pública","939","678","3","DIASP3","PRESIDÊNCIA","678.939","Presidência"
"122978","678.548","Secretaria de Gestão de Pessoas","548","678","2","SEGEP","PRESIDÊNCIA","678.548","Presidência"
"122979","916.917","Divisão de Qualidade de Vida e Bem-Estar","917","916","1","DIBEM","SESBE","916.917","Secretaria de Saúde, Qualidade de Vida e Bem-Estar"
"122980","975.979","Quarta Divisão de Acompanhamento","979","975","1","DIACOMP4","SEACOMP","975.979","Secretaria de Acompanhamento"
"122981","678.797","Gerência de Inteligência Competitiva","797","678","3","GEINCO","PRESIDÊNCIA","678.797","Presidência"
"122982","548.854"," Supervisão de Gestão de Direitos Funcionais e de Previdência","854","548","2","SUDIP","SEGEP","548.854","Secretaria de Gestão de Pessoas"
"122983","975.975","Secretaria de Acompanhamento","975","975","4","SEACOMP","SEACOMP","975.975","Secretaria de Acompanhamento"
"122984","839.839","Supervisão de Gestão de Contas Vinculadas, Atas de Registro de Preços e de  Garantias","839","839","4","SCV","SCV","839.839","Supervisão de Gestão de Contas Vinculadas, Atas de Registro de Preços e de  Garantias"
"122985","678.528","Serviço de Gestão do Desempenho","528","678","3","SEGED","PRESIDÊNCIA","678.528","Presidência"
"122986","678.793","Gerência de Infraestrutura Tecnológica","793","678","3","GEINT","PRESIDÊNCIA","678.793","Presidência"
"122987","959.959","Copa 3º Andar","959","959","4","Copa 3º Andar","Copa 3º Andar","959.959","Copa 3º Andar"
"122988","969.969","Secretaria de Auditoria","969","969","4","SEAUD","SEAUD","969.969","Secretaria de Auditoria"
"122989","925.925","Coordenadoria de Educação Corporativa","925","925","4","CEDUC","CEDUC","925.925","Coordenadoria de Educação Corporativa"
"122990","678.675","Supervisão de Ações Educacionais","675","678","3","SAED","PRESIDÊNCIA","678.675","Presidência"
"122991","675.675","Supervisão de Ações Educacionais","675","675","4","SAED","SAED","675.675","Supervisão de Ações Educacionais"
"122992","678.927","Supervisão de Legislação e Jurisprudência","927","678","3","SLJ","PRESIDÊNCIA","678.927","Presidência"
"122993","940.940","Primeira Divisão de Fiscalização de Gestão Pública, Infraestrutura, Mobilidade e Segurança Pública","940","940","4","DIGEM1","DIGEM1","940.940","Primeira Divisão de Fiscalização de Gestão Pública, Infraestrutura, Mobilidade e Segurança Pública"
"122994","853.853","Serviço de Expedição e Plenário","853","853","4","SS/SEXP","SS/SEXP","853.853","Serviço de Expedição e Plenário"
"122995","678.594","Escola de Contas Públicas","594","678","1","ESCON","PRESIDÊNCIA","678.594","Presidência"
"122996","919.919","Serviço de Saúde e Segurança Ocupacional e de Qualidade de Vida","919","919","4","SESOC","SESOC","919.919","Serviço de Saúde e Segurança Ocupacional e de Qualidade de Vida"
"122997","918.918","Supervisão do Programa Saúde TCDF","918","918","4","SUPROG","SUPROG","918.918","Supervisão do Programa Saúde TCDF"
"122998","843.843","Supervisão de Protocolo e Gestão de Acervo","843","843","4","SPGA","SPGA","843.843","Supervisão de Protocolo e Gestão de Acervo"
"122999","916.916","Secretaria de Saúde, Qualidade de Vida e Bem-Estar","916","916","4","SESBE","SESBE","916.916","Secretaria de Saúde, Qualidade de Vida e Bem-Estar"
"123000","678.1055","ASSESSORIA DE INOVAÇÃO E INTELIGÊNCIA ARTIFICIAL","1.055","678","3","ASINT","PRESIDÊNCIA","678.1055","Presidência"
"123001","779.779","Gab. Cons. André Clemente","779","779","4","GCAC","GCAC","779.779","Gab. Cons. André Clemente"
"123002","678.844","Supervisão de Preservação e Difusão da Memória Institucional","844","678","3","SPDMI","PRESIDÊNCIA","678.844","Presidência"
"123003","926.559","Supervisão de Sistemas de Informação","559","926","1","SSI","CGCI","926.559","Coordenadoria de Gestão do Conhecimento Institucional"
"123004","678.671","Primeira Divisão de Fiscalização de Pessoal","671","678","3","DIFIPE1","PRESIDÊNCIA","678.671","Presidência"
"123005","503.1046","Coordenadoria de Análise de Dados","1.046","503","2","CAD","SEGECEX","503.1046","Secretaria-Geral de Controle Externo"
"123006","796.796","Gerência de Segurança Cibernética","796","796","4","GESCIB","GESCIB","796.796","Gerência de Segurança Cibernética"
"123007","936.936","Divisão de Auditoria Financeira e de Programas","936","936","4","DIAFI","DIAFI","936.936","Divisão de Auditoria Financeira e de Programas"
"123008","682.991","Guarita Estacionamento Anexo","991","682","3","Guarita Anexo","SGA","682.991","Supervisão de Sistemas de Informação, Legislação e Jurisprudência"
"123009","678.509","3ª Divisão de Contas","509","678","3","DICONT3","PRESIDÊNCIA","678.509","Presidência"
"123010","678.1040","Assessoria Técnica de Estudos","1.040","678","3","ASTEC","PRESIDÊNCIA","678.1040","Presidência"
"123011","795.798","Gerência de Recursos Terceiros","798","795","1","GERTE","COIPE","795.798","Coordenação de Inovação e Projetos Especiais"
"123012","926.237","Serviço de Licitação ","237","926","2","SELIC","CGCI","926.237","Coordenadoria de Gestão do Conhecimento Institucional"
"123013","678.936","Divisão de Auditoria Financeira e de Programas","936","678","3","DIAFI","PRESIDÊNCIA","678.936","Presidência"
"123014","854.854"," Supervisão de Gestão de Direitos Funcionais e de Previdência","854","854","4","SUDIP","SUDIP","854.854"," Supervisão de Gestão de Direitos Funcionais e de Previdência"
"123015","503.1037","Assessoria de Gestão de Projetos","1.037","503","1","ASPROJ","SEGECEX","503.1037","Secretaria-Geral de Controle Externo"
"123016","678.245","Serviço de Pagamento de Pessoal","245","678","3","SEPAG","PRESIDÊNCIA","678.245","Presidência"
"123017","973.973","Quarta Divisão de Auditoria","973","973","4","DIAUD4","DIAUD4","973.973","Quarta Divisão de Auditoria"
"123018","678.968","Divisão de Avaliação de Políticas Públicas","968","678","3","DIAPP","PRESIDÊNCIA","678.968","Presidência"
"123019","1053.1053","Serviço de Arquivo e Gestão de Documentos","1.053","1.053","4","SEARQ","SEARQ","1053.1053","Serviço de Arquivo e Gestão de Documentos"
"123020","819.819","Supervisão de Gestão Contratual","819","819","4","SGC","SGC","819.819","Supervisão de Gestão Contratual"
"123021","678.798","Gerência de Recursos Terceiros","798","678","3","GERTE","PRESIDÊNCIA","678.798","Presidência"
"123022","958.958","Copa 2º Andar","958","958","4","Copa 2º Andar","Copa 2º Andar","958.958","Copa 2º Andar"
"123023","800.800","Segunda Divisão de Fiscalização de Obras e Serviços de Engenharia","800","800","4","DIFO2","DIFO2","800.800","Segunda Divisão de Fiscalização de Obras e Serviços de Engenharia"
"123024","979.979","Quarta Divisão de Acompanhamento","979","979","4","DIACOMP4","DIACOMP4","979.979","Quarta Divisão de Acompanhamento"
"123025","280.1047","Secretaria de Fiscalização de Infraestrutura","1.047","280","3","SEINFRA","TCDF","280.1047","Tribunal de Contas do Distrito Federal"
"123026","938.938","Segunda Divisão de Fiscalização de Educação, Áreas Sociais e Saúde Pública","938","938","4","DIASP2","DIASP2","938.938","Segunda Divisão de Fiscalização de Educação, Áreas Sociais e Saúde Pública"
